HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
2817,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian chipmunk,350,350,35,40,4.8,1.1,103,4,,85,,9.6,671,captivity,medium,acceptable,,,,,,"434,455,542,671"
2818,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern chipmunk,187,228,31,36,5,1.5,,3.4,50.5,96,,9.5,671,captivity,small,acceptable,,,0.813,89.6,311.35,"36,420,434,436,441,400,000,000,000,000,000,000"
2819,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,townsendii,Townsend's chipmunk,353,,28,50,4.5,1,,3.5,35,75,0.0333,9.3,671,captivity,small,acceptable,,,,,,"434,455,610,671,680,000"
2820,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red squirrel,342,,37,63,4.2,1.7,,7,83.8,200,0.0216,9.8,671,captivity,tiny,acceptable,,,1.615,219.6,311.85,"364,204,344,555,426,000,000,000,000,000,000,000,000"
2821,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Trogopterus,xanthipes,Complex-toothed flying squirrel,669,669,80,105,1.64,,,,,,,,,unknown,small,low,,,,,,"434,455"
2822,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,beldingi,Belding's ground squirrel,365,547,26,24,5.7,1,,6.87,55,290,0.0545,,,unknown,small,low,,,0.796,293.7,308.65,"36,420,434,455,731"
2823,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,richardsonii,Richardson's ground squirrel,335,335,24,36,6.06,1,,6.35,92.8,342.5,0.0559,,,unknown,tiny,low,,,0.788,266.3,308.58,"3,643,445,561,063,460,000,000,000,000"
2824,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,mohavensis,Mohave ground squirrel,,,24,36,6,,,4.5,30,150,,7.8,671,captivity,small,acceptable,,,0.629,240,310.15,"36,420,455,610,671,900"
2825,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,325,325,28,39,5.4,1,,3.9,75,163.3,,8.9,671,captivity,tiny,acceptable,,,0.501,125.1,309.45,"36,420,434,455,538,600,000,000"
2826,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,erythropus,Striped ground squirrel,365,365,71,53,3.5,,,,,600,,10.3,671,captivity,small,acceptable,,,,,,"434,455,542,610,671"
2827,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,inauris,South African ground squirrel,365,365,45,50,2.2,1,,20,,588,,11.5,671,captivity,small,acceptable,,,1.775,528.5,309.95,"36,420,434,455,610,600,000"
2828,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Cannomys,badius,Lesser bamboo rat,,,42,61,1.8,,,7,,650,0.0145,4.8,671,captivity,small,acceptable,,,0.96,344,309.15,"36,420,434,455,610,600,000"
2829,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Rhizomys,sumatrensis,Large bamboo rat,,,22,91,4,,,,,3000,,,,unknown,small,low,,,,,,"455,610,671,978"
2830,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,ehrenbergi,Palestine mole rat,,,,,3,1,,,,160,,20.2,"Aaron Avivi, pers. comm.",captivity,small,acceptable,,,0.585,133.8,308.7,"364,204,346,046,757,000,000,000,000,000,000"
2831,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Tachyoryctes,splendens,East African mole rat,150,180,40,35,1.5,2.1,173,20,,220,,,,unknown,small,low,,,0.856,197,309.05,"36,420,434,455,610,600,000,000"
2832,Animalia,Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Greater cane rat,365,365,155,30,4,2.3,,129,,6600,,5.4,671,captivity,tiny,acceptable,,,,,,"434,455,610,671,680,000,000"
2833,Animalia,Chordata,Mammalia,Scandentia,Ptilocercidae,Ptilocercus,lowii,Pen-tailed tree shrew,,,,,2,,,10,,42.5,,,,unknown,small,low,,,0.24,57.5,308.85,"364,345,426,711,032"
2834,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,,,46,36,2,7.5,,10,,200,0.0351,11.1,671,captivity,medium,acceptable,,,,,311.95,"60,561,067,173,073,100,000,000"
2835,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Common tree shrew,90,90,46,36,2,2.5,45,12.94,100,200,,12.4,671,captivity,medium,acceptable,,,0.522,123,310.15,"36,59,420,434,436,455,671,680,817,978"
2836,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,minor,Pygmy tree shrew,,,,,2,,,,,58.6,,12.2,671,captivity,tiny,acceptable,,,,,,"455,610,671,730"
2837,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Large tree shrew,,,,31,2.2,,,,,197.8,,11.6,671,captivity,tiny,acceptable,,,,,,"4,556,106,717,301,130"
2838,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,everetti,Mindanao tree shrew,,,55,38,2,,,20,104.4,350,,11.5,671,captivity,small,acceptable,,,1.25,260.6,309.15,"36,420,434,436,455,600"
2839,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,dugon,Dugong,3470,3470,374,548,1,0.2,1521,27500,,360000,,73,671,captivity,small,acceptable,,,,,306.15,"24,344,434,556,106,700,000,000"
2840,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Amazonian manatee,1096,1096,328,548,1,0.5,,12500,67500,480000,,40,671,captivity,small,acceptable,,,55.015,167594,,"2,36,434,443,455,573,610,671"
2841,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,1278,913,335,456,1,0.4,1187,32000,,322000,0.0024,69,1302,captivity,medium,acceptable,,,70.0056,450000,,"24,334,344,414,434,500,000,000,000,000"
2842,Animalia,Chordata,Mammalia,Soricomorpha,Solenodontidae,Solenodon,cubanus,Cuban solenodon,,,,,1.5,3,,,,1000,,,,unknown,small,low,,,,,,"434,455,978"
2843,Animalia,Chordata,Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,Hispaniolan solenodon,,,50,75,2,2,,100,,1000,,12.1,671,captivity,small,acceptable,,,,,,"434,455,610,671,678"
2844,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Northern short-tailed shrew,46,65,17,23,6,3,,1.34,,21.6,0.188,2.2,671,captivity,small,acceptable,,,0.344,20.9,,"36,74,178,434,455,538,542,610,671,678,680,731,903,922,1143"
2845,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,Elliot's short-tailed shrew,84,42,23,30,6.5,1.5,,,14.5,14.5,,2.8,434,captivity,small,acceptable,,,,,,"434,538"
2846,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,Greater red musk shrew,,,25,,3.3,,,2.26,20.7,45,,2.2,589,captivity,small,acceptable,,,0.248,33.2,,"36,434,455,589"
2847,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,Bicolored shrew,95,95,30,22,5,,,0.933,,11,0.1,2.9,671,captivity,small,acceptable,,,0.166,11.7,308.15,"36,420,434,455,542,600,000"
2848,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,75,75,29,23,4,3.5,28,0.945,7.7,11.6,0.146,4,589,captivity,tiny,acceptable,,,0.143,10.8,307.85,"36,420,434,455,542,500,000,000,000,000"
2849,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,Lesser shrew,175,365,27,25,4,3.5,,0.53,4,7.7,0.0953,2.8,1083,captivity,small,acceptable,,,0.112,6.9,308.25,"364,204,555,425,896,000,000,000,000"
2850,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,40,43,21,19,4.5,2.5,,0.34,3.85,4.5,0.134,3.5,"Orin Mock, pers. comm.",captivity,medium,acceptable,,,0.164,6.3,310.15,"36,420,434,455,731,900"
2851,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Myosorex,varius,Forest shrew,,,,22,3,2,,1,,17.5,,2.1,589,captivity,small,acceptable,,,,,308.95,"4,344,555,899,781,030"
2852,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,anomalus,Southern water shrew,106,106,26,29,7,,,0.565,,15,,,,unknown,small,low,,,0.373,13.1,308.15,"36,420,434,455,542"
2853,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Eurasian water shrew,106,106,20,32,5,1.8,71,0.78,10,15,,3.1,589,captivity,small,acceptable,,,0.328,16,310.45,"36,420,434,455,542,500,000,000"
2854,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,alpinus,Alpine shrew,,,,,6,,,,,7.8,,,,unknown,small,low,,,0.267,7.8,311.75,"36,420,455,542"
2855,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,araneus,Eurasian shrew,198,335,21,25,6,1.9,40,0.44,8.5,9,,3.2,671,captivity,small,acceptable,,,0.348,8.4,308.15,"36,420,434,455,504,500,000,000,000,000"
2856,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,arcticus,Arctic shrew,365,,17,,6.57,1.9,,,,8.2,,,,unknown,small,low,,,,,,"538,542,610,631,978"
2857,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,caecutiens,Laxmann's shrew,,,,,6.4,3,,,,5.4,,3,589,captivity,small,acceptable,,,,,,"455,589,730,978"
2858,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,cinereus,Cinereus shrew,154,,19,23,6.22,,,0.28,3.5,4.3,0.216,,,unknown,small,low,,,0.238,5.2,311.55,"36,420,455,538,542,600,000,000,000"
2859,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,coronatus,Crowned shrew,,,23,30,5.05,2.8,,0.58,8.6,9.6,,,,unknown,small,low,,,0.29,9.1,310.75,"36,420,455,678,978"
2860,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,fumeus,Smoky shrew,304,304,21,,5,2.5,,,4,7.5,,,,unknown,small,low,,,,,,"441,455,499,538,542,000"
2861,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,minutus,Eurasian pygmy shrew,304,,24,22,6,1.5,,0.235,5.1,7.2,,,,unknown,small,low,,,0.179,4.1,311.65,"36,420,455,542,610,600,000,000"
2862,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,monticolus,Montane shrew,365,,,21,5.68,1.33,,,,6,,,,unknown,small,low,,,,,,"455,538,610,632,678"
2863,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,ornatus,Ornate shrew,365,,21,,5,1,,0.5,,5.6,,,,unknown,small,low,,,0.292,9.7,,"36,455,538,589,610"
2864,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,palustris,Water shrew,90,,23,,5,2.5,,,,12,,,,unknown,small,low,,,,,311.75,"45,552,053,854,261,000,000,000,000,000"
2865,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,trowbridgii,Trowbridge's shrew,,,,,4,1.5,,,,7.5,,,,unknown,small,low,,,,,,"441,538,542,610"
2866,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,vagrans,Vagrant shrew,,,20,30,5,2.5,,0.5,5.5,7,0.159,,,unknown,small,low,,,0.157,5.2,311.15,"36,420,441,455,469,500,000,000,000,000"
2867,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,etruscus,White-toothed pygmy shrew,365,365,27,20,4,3.4,,0.19,2.065,2.1,0.174,3.2,671,captivity,small,questionable,,,0.063,2.4,309.15,"36,420,434,455,542,600,000,000,000,000"
2868,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,Asian house shrew,36,36,30,19,3,9.8,56,2.68,33.35,45.9,0.0643,3.2,671,captivity,small,acceptable,,,0.403,39.7,311.85,"36,117,118,119,420,400,000,000,000,000,000,000,000,000,000"
2869,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Condylura,cristata,Star-nosed mole,304,304,40,24,4.4,1,,1.5,30,55.3,,2.5,671,captivity,small,acceptable,,,0.615,49,310.85,"36,420,455,538,542,600,000,000,000"
2870,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Galemys,pyrenaicus,Pyrenean desman,730,730,30,,4,2,,,,57.5,,,,unknown,small,low,,,,,,"434,455,542,678"
2871,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Mogera,wogura,Japanese mole,,,40,,3.8,1,,,,97,,3.2,671,captivity,small,acceptable,,,,,,"671,978"
2872,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Parascalops,breweri,Hairy-tailed mole,300,300,35,30,4,1,,10.1,34.8,62.5,,,,unknown,small,low,,,,,,"434,441,455,538,542,000,000"
2873,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Scalopus,aquaticus,Eastern mole,335,335,36,36,3,1,,5.355,,90,,,,unknown,small,low,,,0.378,48,309.15,"36,420,434,441,455,500,000,000,000"
2874,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,europaea,European mole,182,182,28,31,3,1.1,,3.25,52.1,92.5,,,,unknown,small,low,,,,,,"434,455,542,678,680"
2875,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,730,730,225,103,1,1,365,1800,6250,60000,0.0094,29.8,671,captivity,medium,acceptable,,,34.275,48000,307.65,"36,420,434,455,610,600,000"
2877,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,American alligator,4380,4380,,,,,,,,150000,,77,1298,captivity,large,high,,,0.1539,1079,295.31,"19,37,485,527,586,1142,1249,1298"
2878,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,Chinese alligator,,,,,,,,,,,,65,1298,captivity,medium,acceptable,,,,,,"0,451,1298"
2879,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,crocodilus,Spectacled caiman,,,,,,,,,,,,40,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2880,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,latirostris,Broad-snouted caiman,,,,,,,,,,,,58,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2881,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Melanosuchus,niger,Black caiman,,,,,,,,,,,,40,1298,captivity,small,acceptable,,,,,,"0,485,1298"
2882,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,palpebrosus,Dwarf caiman,,,,,,,,,,,,24.1,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2883,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,trigonatus,Smooth-fronted caiman,,,,,,,,,,,,40,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2884,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,acutus,American crocodile,,,,,,,,,,,,47,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2885,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,intermedius,Orinoco crocodile,,,,,,,,,,,,41,1298,captivity,medium,acceptable,,,,,,"0,485,1298"
2886,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,johnstoni,Johnson's crocodile,,,,,,,,,,,,55,1298,wild,medium,questionable,,,,,,"0,485,586,1082,1142,1150,1298"
2887,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,moreletii,Morelet's crocodile,,,,,,,,,,,,25.4,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2888,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,Nile crocodile,,,,,,,,,,,,56,1298,captivity,medium,acceptable,,,,,,"0,451,527,586,1298"
2889,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,novaeguineae,New Guinea crocodile,,,,,,,,,,,,51,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2890,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,palustris,Mugger or marsh crocodile,,,,,,,,,,,,44,1298,captivity,small,acceptable,,,,,,"0,485,1298"
2891,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,porosus,Saltwater crocodile,,,,,,,,,,,,57,1298,captivity,medium,questionable,,,,,,"0,485,1298"
2892,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,rhombifer,Cuban crocodile,,,,,,,,,,,,48,1298,captivity,medium,acceptable,,,,,,"0,451,1142,1298"
2893,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,siamensis,Siamese crocodile,,,,,,,,,,,,49,1298,captivity,medium,acceptable,,,,,,"0,451,1298"
2894,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Mecistops,cataphractus,African slender-snouted crocodile,,,,,,,,,,,,56.1,485,captivity,medium,acceptable,,,,,,"0,485,1298"
2895,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,West African dwarf crocodile,1825,1825,,,10,,,,,40000,,70,"John Gramieri, pers. comm.",captivity,medium,acceptable,,,,,,"0,448,1298"
2896,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,gangeticus,Gharial,,,,,,,,,,,,59,1298,captivity,small,acceptable,,,,,,"0,451,1142,1298"
2897,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Tomistoma,schlegelii,False gharial,,,,,,,,,,,,24.7,451,captivity,medium,acceptable,,,,,,"0,451,1298"
2898,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,4380,4380,,,,,,,,430,,90,451,captivity,medium,acceptable,,,0.0605,430,295.5,"37,451,527"
2899,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,arafurae,Arafuran file snake,,,,,,,,,,,,8.8,451,captivity,small,acceptable,,,,,,451
2900,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,javanicus,Javan wart snake,,,,,,,,,,,,5.8,451,captivity,small,questionable,,,,,,451
2901,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,Plains agama,,,,,,,,,,,,6,451,captivity,small,acceptable,,,,,,451
2902,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,impalearis,Bibron's agama,,,,,,,,,,,,6,451,captivity,small,acceptable,,,,,,451
2903,Animalia,Chordata,Reptilia,Squamata,Agamidae,Amphibolurus,nobbi,Nobbi,,,,,,,,,,,,,,unknown,small,low,,,,,,"248,451"
2904,Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes,versicolor,Indian changeable lizard,,,,,,,,,,,,5,582,captivity,tiny,acceptable,,,,,,"2,19,362,363,364,365,366,367,368,456,582"
2905,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Frilled lizard,,,,,,,,,,,,9.9,451,captivity,medium,acceptable,,,,,,451
2906,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,amboinensis,Sailfin lizard,,,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2907,Animalia,Chordata,Reptilia,Squamata,Agamidae,Hydrosaurus,pustulatus,Philippine sailfin lizard,,,,,,,,,,,,15.2,451,captivity,medium,acceptable,,,,,,451
2908,Animalia,Chordata,Reptilia,Squamata,Agamidae,Laudakia,stellio,Levant starred lizard,,,,,,,,,,,,6,451,captivity,small,acceptable,,,,,,451
2909,Animalia,Chordata,Reptilia,Squamata,Agamidae,Leiolepis,belliana,Butterfly lizard,,,,,,,,,,,,5.6,485,captivity,tiny,questionable,,,,,,485
2910,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,cocincinus,Water dragon,,,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,451
2911,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,lesueurii,Eastern water dragon,,,,,,,,,,,,18.9,451,captivity,medium,acceptable,,,,,,451
2912,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Eastern bearded dragon,,,,,,,,,,,,9.9,1,captivity,medium,acceptable,,,,,,1
2913,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,vitticeps,Central bearded dragon,,,,,,,,,,500,,12,992,unknown,medium,questionable,,,,,,992
2914,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinura,North African spiny dabb lizard,,,,,,,,,,,,11.4,582,captivity,medium,acceptable,,,,,,582
2915,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,aegyptia,Egyptian spiny-tailed lizard,,,,,,,,,,,,15.3,451,captivity,medium,acceptable,,,,,,"4,511,186"
2916,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,dispar,Sudan mastigure,,,,,,,,,,,,17,website feedback,captivity,tiny,questionable,,,,,,
2917,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,alba,Red worm lizard,,,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,485
2918,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Blanus,cinereus,Spanish grey amphisbaena,,,,,,,,,,,,16,451,captivity,small,acceptable,,,,,,451
2919,Animalia,Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,Slow worm,,,,,,,,,,,,54,1,captivity,medium,acceptable,,,,,,1
2920,Animalia,Chordata,Reptilia,Squamata,Anguidae,Diploglossus,monotropis,Galliwasp,,,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2921,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,kingii,Madrean alligator lizard,,,,,,,,,,,,12.3,451,captivity,small,acceptable,,,,,,451
2922,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern alligator lizard,,,,,,,,,,31.5,,9.8,451,captivity,small,acceptable,,,0.0132,31.5,295.5,"37,451"
2923,Animalia,Chordata,Reptilia,Squamata,Anguidae,Gerrhonotus,liocephalus,Texas alligator lizard,,,,,,,,,,,,,,unknown,tiny,low,,,,,,451
2924,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,ventralis,Eastern glass lizard,,,,,,,,,,,,14.8,451,captivity,small,acceptable,,,,,,451
2925,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,Armored glass lizard,730,730,42,,8,,,,,450,,54,448,unknown,medium,acceptable,,,,,,448
2926,Animalia,Chordata,Reptilia,Squamata,Atractaspididae,Atractaspis,bibronii,Bibron's mole viper,,,,,,,,,,,,23.9,485,captivity,small,acceptable,,,,,,485
2927,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,1095,1095,125,,35,,,,,3532,,40.4,485,captivity,large,acceptable,,,0.3589,3532,293,"37,448,485,527"
2928,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,angulifer,Cuban boa,,,,,,,,,,,,22.6,485,captivity,medium,acceptable,,,,,,485
2929,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,chrysogaster,Turks and Caicos boa,,,,,,,,,,,,14.2,451,captivity,small,acceptable,,,,,,451
2930,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,exsul,Abaco Island boa,,,,,,,,,,,,21.7,485,captivity,small,acceptable,,,,,,485
2931,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,fordii,Haitian ground boa,,,,,,,,,,,,24.4,451,captivity,small,acceptable,,,,,,451
2932,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,inornatus,Puerto rican boa,,,,,,,,,,,,23.9,451,captivity,small,acceptable,,,,,,451
2933,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,striatus,Haitian boa,,,,,,,,,,,,22.1,485,captivity,medium,acceptable,,,,,,485
2934,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,subflavus,Jamaica boa,,,,,,,,,,,,24.3,451,captivity,medium,acceptable,,,,,,451
2935,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,annulatus,Annulated boa,,,,,,,,,,,,15.3,451,captivity,small,acceptable,,,,,,451
2936,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,caninus,Emerald tree-boa,,,,,,,,,,,,18.6,451,captivity,medium,acceptable,,,,,,451
2937,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,hortulanus,Amazonian tree boa,,,,,,,,,,,,15,451,captivity,medium,acceptable,,,,,,451
2938,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,cenchria,Rainbow boa,,,,,,,,,,,,31,485,captivity,large,acceptable,,,,,,485
2939,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,deschauenseei,Dark-spotted anaconda,,,,,,,,,,,,23.2,451,captivity,small,acceptable,,,,,,451
2940,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,murinus,Green anaconda,,,,,,,,,,,,31.8,451,captivity,medium,acceptable,,,,,,451
2941,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,notaeus,Paraguayan anaconda,,,,,,,,,,,,23.6,451,captivity,medium,acceptable,,,,,,"448,451"
2942,Animalia,Chordata,Reptilia,Squamata,Bolyeriidae,Casarea,dussumieri,Round Island boas,,,,,,,,,,,,17.8,451,captivity,small,acceptable,,,,,,451
2943,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,aspera,New Guinea boa,,,,,,,,,,,,9.9,485,captivity,small,acceptable,,,,,,485
2944,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,bibroni,Pacific tree boa,,,,,,,,,,,,16.9,451,captivity,small,acceptable,,,,,,451
2945,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,carinata,Pacific ground boa,,,,,,,,,,,,16.6,485,captivity,medium,acceptable,,,,,,485
2946,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Underwoodisaurus,milii,Thick-tailed gecko,,,,,,,,,,,,12,451,captivity,small,acceptable,,,,,,451
2947,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,parsonii,Parson's chameleon,,,,,,,,,,,,9,1291,captivity,small,acceptable,,,,,,"4,511,291"
2948,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,chamaeleon,Common chameleon,,,,,,,,,,,,3.6,451,captivity,small,acceptable,,,,,,451
2949,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flapneck chameleon,,,,,,,,,,,,4,451,captivity,small,acceptable,,,,,,451
2950,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,60,60,260,,11,,,,,,,0.4,1077,wild,medium,acceptable,,,,,,1077
